Index	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22
T30244597	0.254968738	0.64594411	0.652623978	0.227721049	879	6949	8643	-7901	-377	-7434722472	-3038132341	-247551703	-6693784010	-8101121309	8/28/1988	7/25/1989	1	1	99	540	3	2
T30244598	0.135285198	0.731932659	0.355137428	0.492986699	5701	-7339	-9575	-8673	1377	6030492186	-8050799537	5077441325	4281130398	-4642073504	8/2/1985	5/12/1992	1	2	566	710	2	2
T30244599	0.318769545	0.99349074	0.200911676	0.485032277	-4879	2135	-327	7728	6996	-7065857082	-8081563323	-465344188	9587385372	-5072140223	6/16/1994	4/2/1988	1	2	502	702	7	1
T30244600	0.862434684	0.186171389	0.242601952	0.015812989	7842	2936	-592	-6579	587	-8593476679	-5408878281	-1260559217	-8810949663	-1283266887	12/8/1993	9/19/1992	1	1	252	529	1	6
T30244601	0.771250747	0.398025378	0.595467801	0.001741356	-2887	-7160	-1975	8325	-4849	-6253320308	629964631	1370596200	9539951	7261321098	2/22/1985	1/8/1990	1	1	206	17	6	1
T30244602	0.66031475	0.288501874	0.496466098	0.350942108	-3147	6077	1097	-4225	-6664	733006282	7008898477	5290082055	1925486358	6686592862	6/10/1987	12/11/1990	2	1	707	128	10	3
T30244603	0.218958163	0.457438417	0.06910355	0.53379938	-1612	4984	-4798	1211	8669	8368217096	8512450733	-1131567508	-4854582493	7231706642	5/29/1988	8/20/1991	1	1	485	497	4	21
T30244604	0.339881089	0.578672136	0.636666799	0.672964214	7476	-2043	1311	327	-5039	8531927183	-1649919162	4854210237	-7233000920	-6108201300	7/16/1991	11/13/1988	2	1	709	480	7	1
T30244605	0.597439333	0.318650942	0.272145665	0.333153663	-6806	-4011	5966	1355	5944	8443051264	9472638853	1655997519	-4869880648	-479324953	1/17/1987	11/12/1992	1	1	373	427	2	12
T30244606	0.960406801	0.950547322	0.511908165	0.978438136	3360	-910	-5433	327	7195	-2219948929	-5033605227	-568645494	-594753297	-3756924434	5/9/1986	4/9/1990	1	1	431	505	2	1
T30244607	0.580169289	0.829935912	0.648575271	0.771627734	9221	8238	-6099	-9895	-3225	5323232112	-5705651706	-8228173743	2687728521	-374195691	4/30/1988	4/30/1990	6	1	901	117	4	1
T30244608	0.526387447	0.791911738	0.200282831	0.903747844	-8693	-3217	-2584	5840	8664	7557300271	1300947244	-7099691793	-8551133209	4674526139	8/21/1994	5/30/1988	1	3	10	751	1	1
T30244609	0.260251758	0.393441981	0.606370338	0.932496373	-4698	7290	-1296	9810	4847	8642727100	-1267454283	3914408041	-8053135280	5239987200	9/20/1992	3/28/1993	2	1	703	294	1	10
T30244610	0.645957943	0.583369113	0.437759128	0.677052711	-932	-877	-7058	9772	6390	-272022472	-4710457909	1498536806	4175825230	1170204267	10/28/1986	10/17/1991	2	1	708	111	1	11
T30244611	0.235689506	0.971843947	0.16999865	0.657583203	1561	8443	-8536	3665	-9387	-3509252308	634740725	-8679681579	3452703245	-4319829571	4/14/1986	5/30/1995	1	6	494	901	5	2
T30244612	0.143929944	0.196777251	0.046636897	0.352089609	-1209	-7115	-576	3731	-6099	-5705894354	-2800137520	-1003240080	1460420782	6298570528	4/2/1984	2/10/1994	1	1	493	197	10	1
T30244613	0.56860151	0.574286488	0.76141838	0.590260657	7186	-6583	-9121	9205	1052	-6253902937	4488632923	-5655126155	6691356456	8240411415	7/1/1986	12/26/1989	1	1	24	104	2	1
T30244614	0.144784465	0.556150215	0.06018236	0.37538683	-7590	1998	-8832	1869	7560	-7365922321	-863371579	4263014340	-4828004811	-9721972179	2/20/1991	12/8/1991	1	1	557	286	2	1
T30244615	0.022138672	0.264470556	0.811890428	0.836629213	-1400	-2938	-7755	94	-6299	-692220811	3479456292	5410320688	-821761900	7730686668	4/8/1991	9/29/1989	1	1	108	154	2	9
T30244616	0.891841732	0.694059511	0.192695255	0.77004542	-6039	-8451	7904	8	-537	-4615718600	3730174557	6521136854	-7974279643	1169259115	10/12/1985	2/17/1994	1	1	42	61	9	1
T30244617	0.360502369	0.068419025	0.943219212	0.070968359	7039	-3301	1274	-8377	1453	-8984965929	6746321230	8510914647	-8387326478	1950061530	8/8/1990	3/2/1994	2	2	701	706	1	8
T30244618	0.114816991	0.166619024	0.621691824	0.759319235	-9269	-9680	9328	7529	-7247	-8005473789	-695675509	4474376948	-5318838401	5879149790	1/14/1986	11/22/1992	2	1	708	122	2	1
T30244619	0.158413057	0.187377999	0.177030059	0.351813303	2327	-8094	2330	734	4684	-7360844766	-7657074757	-8210732804	-9212536569	9497252037	12/24/1977	4/2/1988	1	1	165	97	1	6
T30244620	0.314884856	0.3431534	0.887396328	0.89334949	-7542	-8759	3334	-3014	8387	-1614680802	-9803072199	-1433413625	-1376733048	5820862131	12/13/1987	1/27/1992	1	2	82	709	1	1
T30244621	0.117547061	0.788599076	0.676620825	0.975619403	1880	7976	-4664	7436	-6314	-6275985477	-3027889766	8843004817	4797833063	-6726377854	11/26/1988	12/26/1987	1	1	69	577	2	9
T30244622	0.439027753	0.968221808	0.218466927	0.245951205	-9890	-7457	-5073	-4033	5178	-3574948125	3361657794	9035820081	-166082948	9330821181	3/22/1986	9/28/1989	1	3	537	755	1	6
T30244623	0.454403058	0.617171124	0.850610914	0.623444037	-3382	-6086	5349	-2871	-2745	8039676112	-9007535491	-3003670743	856159569	-993464121	11/7/1993	10/10/1987	2	3	709	753	21	1
T30244624	0.298790856	0.982410173	0.464345554	0.348457811	-2602	-8371	-320	-891	5469	-189795376	9997253310	1043724534	-3456738987	-8677750061	2/8/1983	11/19/1988	1	1	92	109	1	2
T30244625	0.317715613	0.048832529	0.146696268	0.493899123	-7844	6831	-5531	-9011	-6973	-850960203	9007158310	-7941814212	-4651615171	-3426895461	12/8/1984	6/27/1991	1	2	479	705	19	2
T30244626	0.961212057	0.954050056	0.44480686	0.5166113	268	977	-7896	-808	-2296	2788770658	-4438643781	1216735575	5887580640	4802439980	2/11/1994	2/14/1993	1	1	222	93	1	13
T30244627	0.995470087	0.887903602	0.511869313	0.374191162	-4896	-9811	7005	-2298	-7451	-4986695219	-6881734076	1594069608	5151476682	-2413343239	9/22/1984	4/11/1993	1	2	309	707	1	7
T30244628	0.269928944	0.011551638	0.048933558	0.40900542	-2757	7842	-9606	-7216	7165	2700217153	-2711862218	978677184	-8293685834	4320410966	7/16/1989	6/13/1993	1	1	365	104	2	12
T30244629	0.127949595	0.51110877	0.589557328	0.075595061	4058	2664	-6637	2713	-6633	9852774086	-6876623710	1911233352	2316195437	-6947583606	2/6/1983	4/24/1992	1	1	32	356	1	21
T30244630	0.278444057	0.860345069	0.956216462	0.707570471	328	13	4236	5600	-9428	1700253615	-6468201403	-7421466103	-3293771997	8174930845	12/15/1985	7/4/1993	1	2	93	710	1	1
T30244631	0.730903374	0.924704908	0.188758387	0.545754423	4797	-783	6493	-208	-8421	5490822508	-4940623843	-7531345939	-7346238971	9271414439	8/7/1988	5/4/1991	3	1	765	11	1	4
T30244632	0.55876212	0.113952929	0.534477034	0.786012041	8970	-2537	-226	-7751	-3724	-469930261	-4461447307	-7908396779	-3451759899	7326814224	2/21/1984	1/23/1990	2	1	701	268	9	1
T30244633	0.15211563	0.370918469	0.852808921	0.504711631	-9113	-4436	-2229	-6802	-3360	-3530293990	-8648447191	-4590255617	-5711646686	-2394067559	5/12/1989	3/13/1985	2	6	706	901	1	1
T30244634	0.790818907	0.306754677	0.315089703	0.586306421	-2128	-3877	-2295	-1384	-7933	-4214516535	1577326348	-5324608340	-6333389032	669750594	2/17/1986	6/2/1986	2	1	710	350	1	18
T30244635	0.494525872	0.985001429	0.519838981	0.733907699	6124	-1126	-8980	6211	5143	-8814322439	-980287493	2447375662	7226552200	-8340069373	7/25/1983	11/13/1993	1	3	335	761	1	10
T30244636	0.044712925	0.133921114	0.220414705	0.367378841	-700	2384	6866	-4956	-6587	-852958435	-7084177636	3311705042	7004503585	7203500830	10/31/1987	3/12/1989	1	1	459	329	8	20
T30244637	0.925834072	0.546843992	0.949258044	0.515375394	-5521	6963	337	-6328	8247	-5193266589	3881689204	-2457021784	-1025746999	7524122949	10/17/1985	7/18/1997	1	1	262	334	4	1
T30244638	0.099925623	0.216123266	0.005994356	0.946409283	838	-996	-4208	6605	-6138	4881511890	7963101811	-3777167673	-1732096929	6126296543	12/25/1987	10/14/1985	1	1	551	290	1	1
T30244639	0.421038505	0.039100472	0.788075491	0.034459983	-7456	8969	9299	-2034	-5602	5528831713	-1299928195	4489134348	-2766626127	5384623472	12/31/1985	4/8/1992	1	1	97	225	7	21
T30244640	0.821538577	0.016242775	0.565945417	0.951222716	6524	4678	-928	4385	6910	-4237388368	1178508094	5544983599	-8569963991	-2972887277	6/12/1993	8/25/1988	1	1	187	198	1	5
T30244641	0.98654093	0.578622724	0.459313817	0.300596089	6837	207	-3883	4990	-2555	-2180654685	1737417465	7762331369	-4036453584	7631345472	4/25/1993	4/25/1992	1	1	163	403	5	1
T30244642	0.677326617	0.081887102	0.951457409	0.931831547	-1456	-6621	5559	-2270	6674	-3432729674	-644206689	-3381932687	-1184727476	-1960755505	11/23/1985	7/8/1994	1	1	225	283	6	1
T30244643	0.703652819	0.12244548	0.515089651	0.391607608	-7281	6267	3647	1895	-6833	-9813231393	600711325	471296284	-413266028	4732854803	12/5/1981	5/7/1991	1	2	302	705	5	4
T30244644	0.219378259	0.75237812	0.770800974	0.544790551	4515	748	1441	-8112	-4763	1598706843	2620997859	-1931114372	-4099706290	-5386387642	6/1/1983	8/30/1987	1	3	459	758	2	7
T30244645	0.574878883	0.553483599	0.459100863	0.621919245	9708	-7089	-8781	-6800	9180	-4354294368	9072067578	9852534193	-2003377036	-4131463396	5/2/1991	8/2/1986	1	1	53	281	1	8
T30244646	0.29536645	0.641911177	0.630241829	0.265486944	2591	-968	9608	-8448	2508	9806604110	-6321919669	-8761591403	-9125651195	-4658908049	6/14/1985	10/25/1987	1	1	161	356	5	1
T30244647	0.417993071	0.668728149	0.545522684	0.25383336	3191	2789	6957	-1259	466	236367619	7353387269	2056178432	4218023095	-4476490758	4/29/1986	8/6/1993	1	2	459	703	11	1
T30244648	0.82344582	0.354381987	0.463299795	0.522429983	8743	-9698	-4287	6672	-1607	4611702394	5197215263	409138100	-8188026033	4059819660	8/13/1981	7/23/1990	1	1	577	350	7	1
T30244649	0.167714748	0.918372091	0.337179506	0.56313894	4058	-832	5581	2397	-2492	-8765840265	-6389587678	-2826554670	6214205253	-2727933229	8/28/1994	9/9/1995	1	2	261	704	21	2
T30244650	0.57467266	0.790848357	0.024690009	0.518483074	-8401	7530	9710	-2940	4019	2879402154	-3221501504	4329412136	-2587522481	6800856861	7/30/1986	4/6/1990	1	1	184	409	1	10
T30244651	0.713689471	0.468913387	0.829199151	0.676639951	8978	5126	-3969	5167	-7981	7183639445	9301307473	4802865457	-4227740462	-7869552834	2/27/1988	4/7/1989	1	1	501	119	10	1
T30244652	0.560390429	0.926713369	0.229174521	0.989121412	-3387	6492	-7568	257	6592	-8418822954	1577941341	1956381398	776177187	-1181140668	8/14/1987	4/4/1993	1	1	492	63	9	2
T30244653	0.303377506	0.238791698	0.948003502	0.551706475	911	-3360	543	291	-7945	1098306835	-3413505542	-7417631882	-7982574261	7031053783	7/17/1989	2/6/1995	1	1	91	351	1	1
T30244654	0.179327365	0.299558067	0.303617137	0.218210845	-2299	-5718	3003	6196	-4462	8682414711	-739409468	5031989904	-5675202987	-2067398531	1/5/1990	12/16/1989	1	2	570	709	4	1
T30244655	0.449358594	0.295779825	0.528135991	0.502397051	-1285	-1920	-2553	-7441	-4191	394769261	-6792686068	-8603743042	-8972017494	-1864809586	6/12/1987	7/27/1985	2	2	710	708	1	1
T30244656	0.778597619	0.016960455	0.409542371	0.289068995	9188	5125	-9899	9519	2905	-9441603117	2036576468	3450975334	9406162061	9127515905	10/24/1986	8/26/1992	1	1	273	236	2	1
T30244657	0.398225571	0.637422813	0.814527302	0.241753699	1509	5731	2477	-9716	-9276	-2933594213	-3111068287	4474858983	-8371419942	-8226877054	8/7/1993	1/29/1994	1	1	187	243	14	1
T30244658	0.18783641	0.762342482	0.292305562	0.116495902	1986	8006	-8812	-7249	-4461	-317340052	606124744	5189748688	-8769386418	9590513801	2/16/1986	5/9/1990	1	1	267	169	4	9
T30244659	0.40133352	0.939537309	0.258522997	0.063338091	5613	2911	-3452	-649	-4523	-3937531602	-457937526	-9138649504	-2628952889	-6599574904	6/28/1982	8/9/1988	1	1	254	104	5	7
T30244660	0.820325055	0.796546411	0.681302993	0.811861522	2295	4085	-4122	5739	-9729	5320120319	719177605	6842310161	-5501780053	-7629968155	7/20/1983	7/2/1993	1	1	408	535	21	5
T30244661	0.121941787	0.21396427	0.828792789	0.689883213	-2279	-1060	-229	5038	-7509	-2538679389	6367882718	-2248456387	6487855900	-2430171501	11/22/1985	11/20/1993	1	1	244	120	11	11
T30244662	0.229532093	0.913367682	0.167557709	0.468619746	929	-1668	7393	-5504	-170	2816645011	3821242261	4779031517	-2353819032	1599326806	6/8/1992	2/10/1990	1	1	85	237	3	1
T30244663	0.158934815	0.404661942	0.444497534	0.74789	-7058	-4440	-303	2255	4455	4164675690	-7827075120	-5184225165	4303619876	9312475697	12/6/1985	3/4/1994	1	2	99	704	4	5
T30244664	0.043854218	0.156398003	0.121534585	0.272741936	5697	-7250	-3969	-4168	181	-6313243783	-3708501424	-2652683067	-8636966945	678300862	1/29/1984	6/16/1991	1	1	40	541	1	6
T30244665	0.004728046	0.471888476	0.187023433	0.329880687	-1700	-3600	2013	-6044	7677	-7239286385	9831301718	4726680007	7933358036	2478980416	12/5/1996	10/22/1991	1	1	384	4	6	10
T30244666	0.875228791	0.99562208	0.058660178	0.183947919	-5472	3290	-5013	6437	-1857	-9912881799	8082800689	5615077289	9077525982	-7985973691	12/12/1984	3/19/1991	2	6	709	901	1	1
T30244667	0.11179313	0.581196643	0.646279277	0.57918058	4082	-3884	-213	6398	-264	6013835232	-7692418818	-4674706310	-375329598	-5076965859	11/3/1991	3/27/1990	3	1	751	16	2	9
T30244668	0.801681563	0.621257308	0.877083562	0.216972458	8515	5833	-5050	7526	4796	-746420639	-122004338	-9137080525	5360843498	-1789394716	11/23/1986	3/15/1993	1	1	284	506	1	3
T30244669	0.423076473	0.167842583	0.657479734	0.813774405	2189	6642	948	5287	8569	-3962238814	2689424315	-9840341620	-3282936513	-4120673766	6/5/1989	12/26/1991	1	1	106	380	1	8
T30244670	0.995477845	0.238942568	0.232755769	0.062875086	-7079	1645	-9049	-4205	8801	77726513	9110419695	-6357939051	4547374575	-9654344702	8/27/1988	3/5/1987	1	2	589	701	3	1
T30244671	0.479593896	0.965113284	0.629364664	0.78896133	2271	-3279	-8389	-8472	8997	-9120642179	-4433160258	3658912273	-6869122525	6469415707	6/9/1989	3/12/1994	1	1	341	58	20	6
T30244672	0.550034114	0.020099261	0.349582369	0.242916664	-9174	-3867	6541	-8441	-3945	-9941603023	7684417907	1518305536	-7168460490	-9019260751	1/5/1990	11/24/1989	2	1	708	329	1	4
T30244673	0.443465608	0.260312167	0.539337494	0.17135991	-4724	-9558	-1985	9808	1708	8808562168	3527564250	8395687154	3862844032	3665173606	8/14/1989	2/10/1993	1	1	485	206	1	1
T30244674	0.621509832	0.126435173	0.221417869	0.709942251	-42	-3120	-4382	-7505	-822	-8237404627	2395299974	2115450803	-6663643989	-9758445338	12/26/1990	1/12/1991	1	1	182	122	1	1
T30244675	0.605248118	0.099607429	0.129838752	0.716445029	9702	-7137	6137	-7943	5188	9323708880	6541448034	8581225893	5036830402	-7919908066	12/17/1985	8/18/1993	1	1	204	301	1	10
T30244676	0.414110855	0.571825199	0.108595827	0.566848949	2269	1790	-6307	-3227	6452	-1832737919	-1436875885	-5620780701	2245922965	5418993475	9/9/1988	11/22/1990	1	1	263	157	4	2
T30244677	0.233321999	0.895664674	0.750464455	0.61920451	1069	-2503	-2234	-4515	8508	1861289242	-9466636381	9096304739	6375333061	-4098036712	10/16/1986	3/8/1993	1	1	21	135	1	1
T30244678	0.401281593	0.267397857	0.823742623	0.540995677	8121	-5954	-5491	-7555	1873	-9418725381	-8451923414	6282445739	-8709315006	670387235	1/12/1991	10/22/1998	4	1	810	555	4	1
T30244679	0.485445126	0.631462707	0.017078118	0.00308101	-5375	-3508	7311	-9797	-6074	8666522708	7534461224	-6094557767	4328287234	2246518280	1/30/1982	4/2/1991	1	2	570	710	6	2
T30244680	0.688959539	0.095293958	0.82827511	0.948989583	-6317	-2195	4780	-9663	-8251	-4440518195	7680159720	-4460501226	525013199	3612946233	12/15/1989	1/8/1990	1	1	244	431	1	11
T30244681	0.369252204	0.476024085	0.296193048	0.292619108	648	3655	6783	3820	8382	-9859069725	9374581734	346686823	-6884758868	-7661305463	5/29/1986	2/24/1996	1	1	527	385	7	5
T30244682	0.817702017	0.671138231	0.201440648	0.108972708	-2519	-3186	2132	-973	286	-5141488020	637554117	404259461	4560588799	-2486948995	6/4/1988	1/9/1994	1	1	174	112	10	5
T30244683	0.364336734	0.015429273	0.035834204	0.292299967	5064	5584	1000	-2663	-9169	6807785691	-2560559746	-8874928633	-9720330525	5561570447	2/7/1990	2/23/1987	1	1	558	252	1	1
T30244684	0.508839083	0.398018174	0.242695706	0.394932825	-2820	-5444	1972	3228	7218	-5759130116	-3886370165	5675342777	-768067233	-28786041	6/24/1987	4/8/1990	1	2	29	706	1	3
T30244685	0.484650693	0.859059024	0.280740839	0.665497958	1290	6244	8261	8577	4800	-1786647480	1737641509	3002992785	4663953991	-2539569603	9/25/1985	11/16/1988	1	1	32	150	1	2
T30244686	0.405192198	0.209381159	0.990552488	0.917460873	-70	5481	3770	-6425	9258	-8147274148	1449065433	3082143691	6666700447	552521668	5/30/1986	12/25/1990	2	1	706	190	1	1
T30244687	0.807743013	0.726668727	0.757584774	0.445482187	-280	-9914	-7936	2824	1663	6491703632	-3690730611	7061503236	6024750445	-427230574	9/10/1983	7/10/1989	1	1	109	572	1	6
T30244688	0.253517052	0.113366499	0.306783253	0.705852986	1393	-329	1422	-8947	6974	-5423014538	-8155607444	-8290475605	-1822522694	-4553572903	4/15/1988	6/4/1991	1	1	450	198	1	1
T30244689	0.589333603	0.194377581	0.770337584	0.645984734	-5353	-411	-8088	-3482	-4151	-2865599745	2064138567	-5277695250	-3337064470	-753411078	7/27/1987	4/12/1994	1	1	181	401	9	2
T30244690	0.130451736	0.296641873	0.588212363	0.820917011	3143	1096	-6069	-8007	-8239	-6662960212	8463726149	-6104946659	-3050058662	8693702446	8/4/1983	7/5/1991	1	1	369	247	2	11
T30244691	0.262927218	0.079227794	0.685217014	0.701926136	612	3418	-2818	7971	-7440	4228807278	6312296138	-2343278235	4841429037	-9659698765	6/19/1983	12/16/1990	1	1	279	563	11	1
T30244692	0.176662948	0.594507955	0.829344739	0.8515163	8112	-104	-8220	3842	-8500	9746464474	-256689074	-8293763230	-7800676385	-7088787474	3/21/1991	2/13/1987	1	1	321	525	1	21
T30244693	0.033869257	0.149477617	0.369285687	0.311718546	-2230	-2476	-6098	8615	-81	7378295888	-1953785428	7827235894	8111059088	-749695898	9/26/1984	5/9/1988	1	2	164	709	3	4
T30244694	0.113810662	0.760612462	0.361887113	0.466108919	-7348	9895	-8158	-110	-9655	5498818970	-2126510743	6869406305	-1649209951	-9869774208	9/24/1978	1/14/1990	1	1	435	378	6	2
T30244695	0.850802213	0.91589659	0.661584873	0.19807564	1237	3828	-1329	8315	8507	-4513536325	-189766441	-2418564341	-2176966253	-4556530904	3/27/1992	8/17/1990	1	1	123	160	8	2
T30244696	0.708866901	0.000956099	0.541781737	0.124829488	8261	-6665	-6091	3816	5720	-8683011765	-9970642456	3583304914	1409923109	-5508249329	5/16/1987	8/13/1987	1	1	113	413	3	5
T30244697	0.619323473	0.467041903	0.052023964	0.349820565	9826	4765	-8393	8649	-1071	-7577039702	-1038574709	3378452573	-1111669152	-18540178	5/11/1988	11/10/1991	1	1	120	21	1	1
T30244698	0.050207261	0.170204131	0.687225023	0.815013334	9479	-2428	-5132	9694	-4130	-3323032461	-8914093130	4918913201	9397760884	-3161249099	11/27/1983	8/17/1994	1	2	500	701	2	1
T30244699	0.277111462	0.790753807	0.58533178	0.251368167	9225	9917	2637	9440	1946	-2407266635	-8327252956	-9913183405	906749798	-569041546	11/14/1994	8/3/1987	1	1	87	475	8	1
T30244700	0.815214723	0.031560015	0.010257654	0.445810811	-7730	4726	8953	6927	-9900	6111551095	-6924826523	-325197692	8547505695	3236142878	5/26/1986	2/2/1993	1	1	554	546	13	10
T30244701	0.289771009	0.175459996	0.471191141	0.076578835	-7899	-1047	-4447	9203	7568	-7358900726	8211468809	-3256527996	-5174046438	3599473438	1/23/1994	10/16/1993	2	1	701	249	4	6
T30244702	0.641312656	0.58493254	0.58018436	0.891868111	-1516	6634	-5668	-3046	9853	-7239030960	6473902841	7434752966	-689034769	2196856728	1/2/1980	11/8/1987	1	1	558	480	2	3
T30244703	0.341676102	0.727939306	0.806295427	0.961212667	9829	2631	843	-3677	-3839	-1794395708	4164850712	-731267453	-5908180316	8653993484	7/4/1990	7/7/1988	1	1	343	554	2	1
T30244704	0.072697983	0.699469877	0.040351801	0.145684381	7315	-9701	5857	-12	-7488	-8524360969	3975691972	-676747723	2870786483	6759004676	3/21/1993	10/23/1985	1	3	167	767	1	1
T30244705	0.329388665	0.158298683	0.618377137	0.77522376	-5180	-2140	-1086	2481	5824	9301560945	9396385265	-9880048172	-8047414646	-1178224476	1/5/1993	11/22/1986	2	1	705	442	2	1
T30244706	0.205935273	0.205465946	0.086640921	0.428561122	1949	8226	2339	-4081	1991	-5518582948	3278309147	2869912325	9500885869	5762644735	9/11/1986	5/28/1987	1	1	411	436	4	6
T30244707	0.024639574	0.617168599	0.705470061	0.82405543	4003	3827	-7387	-6876	-6684	6142283924	-6429796297	4811136402	6947977021	8115840107	1/14/1985	9/12/1986	1	3	522	765	8	8
T30244708	0.96494663	0.875895389	0.764029634	0.862889902	-1249	-1037	-6782	6544	-795	8421320150	2567830031	-518986722	-8975730867	-9233511801	9/23/1985	12/1/1989	1	2	340	705	1	10
T30244709	0.107812871	0.158284502	0.677137575	0.221203828	5099	1813	9952	4810	-9743	-5099974115	-3531071987	4390679610	-6365918599	5332821034	11/10/1992	6/2/1991	1	1	522	292	1	2
T30244710	0.794480573	0.702421295	0.609567518	0.687055047	-2285	-1876	561	-3768	9277	-6315289133	-8390729157	-7168120141	6517511611	4656042032	11/29/1983	11/17/1988	1	1	491	198	1	4
T30244711	0.524512296	0.137835257	0.264610621	0.403225013	2360	-9389	-9095	8871	-8737	3816226799	-8047211060	-1873666002	-6971943839	5313218716	2/5/1975	1/18/1996	1	1	265	505	1	1
T30244712	0.731459362	0.425697263	0.233118343	0.729835904	-8909	-2603	-3537	4158	6228	8424163255	-7781915717	-8212494315	-6946257076	6393611965	8/14/1991	1/1/1990	1	2	238	705	2	1
T30244713	0.164341241	0.222565622	0.19461883	0.332132717	5631	8238	-1926	-6017	-7926	-7931911132	2185981340	-1395915023	-2187037149	-804505399	7/10/1981	3/29/1996	1	1	9	81	1	1
T30244714	0.078803114	0.06360638	0.841691833	0.677578376	-352	-9396	8726	9429	-6152	-3196311914	-598698864	-288748590	-1226643813	-5367847530	10/7/1991	6/11/1992	1	1	56	44	10	1
T30244715	0.397930718	0.479890195	0.423784278	0.682042174	6006	3346	-9919	-4280	-3062	5590876731	-220572942	6390214684	8911556888	-644771201	1/22/1990	5/18/1992	1	2	44	701	4	7
T30244716	0.87095857	0.053717428	0.892658323	0.25578961	2738	-1831	-2013	-8137	-7615	-795575496	8517908303	-7431422158	750965989	-7394472935	11/29/1982	12/29/1990	1	1	194	484	1	1
T30244717	0.827487478	0.531176793	0.981486872	0.743761539	-1297	-1128	17	1550	7843	-499707139	3437268920	-7395540349	52718047	-7390075674	10/16/1983	8/3/1989	1	1	479	104	1	9
T30244718	0.698344118	0.343823192	0.849288458	0.084059655	-9830	-4178	6277	8667	-9390	1158042878	2316548490	4775851664	6038420326	-3140989549	4/8/1991	6/1/1985	1	1	589	233	9	3
T30244719	0.066598303	0.950090295	0.716152798	0.611574254	222	-4372	-1944	138	5669	-7530105646	-756616745	7089838557	-9236120354	-3092937738	7/17/1983	6/18/1988	1	1	295	472	11	5
T30244720	0.025442137	0.117263616	0.031026529	0.889854577	7198	-5094	8627	6814	5691	5330865549	-2139507537	9521142720	-2988330482	4116118126	10/20/1996	8/6/1988	1	1	307	510	6	3
T30244721	0.820130305	0.786380548	0.351747308	0.912079487	-1947	7238	6419	2797	-1430	1229642069	9842162122	-7889463283	6917121508	-3380892431	9/21/1980	10/23/1989	2	1	702	102	21	2
T30244722	0.981122551	0.757977419	0.450332602	0.68184042	7439	7406	-7951	-1520	-2489	5060956447	7889742727	8093864866	1194120309	-1868791412	6/12/1988	2/2/1990	3	1	751	8	9	1
T30244723	0.932227848	0.16570918	0.297079915	0.186774567	3510	9053	-8591	-3114	-1454	-1375924421	7760863393	7885952331	8234807666	8327875754	9/25/1984	6/11/1992	1	1	385	367	5	8
T30244724	0.209867867	0.291709725	0.827280447	0.618270219	-9336	-9132	1188	-2348	5090	-9852522365	-1813280887	-6919152061	5326114673	-250821144	12/17/1982	11/17/1988	1	1	8	142	12	5
T30244725	0.362322111	0.193787128	0.829614003	0.62672017	996	-9967	-8071	-4795	-9823	-3111126054	-2101459837	-2252809540	-8714020329	-2446406967	5/27/1978	9/23/1990	1	1	335	39	5	2
T30244726	0.180655047	0.094018665	0.08961653	0.430331648	3379	-9697	2906	6225	1623	-4107579328	-9939826223	4887420810	7062133419	1013043698	4/2/1994	1/9/1991	1	1	413	308	10	21
T30244727	0.899832037	0.822411802	0.22248596	0.696613328	9767	2582	6695	6896	9614	-5178677720	8530497627	7312439775	4100811678	9850196681	7/17/1993	12/28/1992	1	1	96	277	5	1
T30244728	0.654768319	0.945298911	0.208206076	0.405211354	-9153	2651	9938	-8697	-8175	9272953972	6699490390	-1635405104	-2379778466	-2467172682	2/18/1990	10/21/1994	2	1	703	424	1	1
T30244729	0.393244285	0.494841178	0.079280277	0.018692591	6507	-8194	-5254	-7007	-8896	-9158662794	5202241331	-4435090896	-8638409697	-5272449594	2/27/1984	11/28/1988	1	6	54	901	1	1
T30244730	0.684903581	0.370805248	0.118838754	0.080555499	2548	1353	-8019	-6527	-5759	-9235390108	7194266469	2959434973	-7703691947	2048374667	11/15/1991	8/23/1986	1	6	222	901	2	6
T30244731	0.593889239	0.427181822	0.653907699	0.151991986	-6299	1687	-1767	4701	-7983	-2761041400	-8375660282	869480751	-7193161561	-3618795419	7/4/1986	7/30/1991	1	1	384	180	1	1
T30244732	0.085922611	0.577311352	0.721058336	0.163883061	-9451	-8985	9092	6492	-3066	-4290261196	-6041323201	5470167339	5044216693	7421267093	4/1/1989	3/17/1993	2	1	706	32	1	9
T30244733	0.406630852	0.66230251	0.737669468	0.413533144	5854	-9790	-5181	3872	4372	7560748124	-2622742838	-6147150327	8295290801	-5176833661	4/7/1990	4/23/1988	1	1	150	78	1	9
T30244734	0.620245435	0.489826663	0.808306021	0.648993226	-9893	-1160	758	8866	-3672	-2032032815	-7214765625	-7730147034	2606867672	9204210665	4/1/1991	4/13/1995	6	1	901	360	16	5
T30244735	0.908152446	0.785045861	0.418552042	0.600653449	513	1652	-285	-6572	-3467	3125283652	-565758534	9758802302	7331271218	2878854782	6/21/1984	11/11/1990	1	2	266	709	11	8
T30244736	0.991689222	0.221499432	0.617902672	0.422675887	-7995	6462	-4217	-6685	1594	3080428674	-9727441389	-2356943967	2059658910	2825218732	4/27/1991	11/8/1992	1	1	566	85	1	1
